Id,Rate Category Id,Rate Category,Distance,Rate
1379,2,Rates for White LPG,399,0.17306
1380,2,Rates for White LPG,400,0.173401
1381,2,Rates for White LPG,401,0.173742
1382,2,Rates for White LPG,402,0.174084
1383,2,Rates for White LPG,403,0.174425
1384,2,Rates for White LPG,404,0.174766
1385,2,Rates for White LPG,405,0.175107
1386,2,Rates for White LPG,406,0.175448
1387,2,Rates for White LPG,407,0.175789
1388,2,Rates for White LPG,408,0.17613
1389,2,Rates for White LPG,409,0.176471
1390,2,Rates for White LPG,410,0.176812
1391,2,Rates for White LPG,411,0.177153
1392,2,Rates for White LPG,412,0.177494
1393,2,Rates for White LPG,413,0.177835
1394,2,Rates for White LPG,414,0.178176
1395,2,Rates for White LPG,415,0.178517
1396,2,Rates for White LPG,416,0.178859
1397,2,Rates for White LPG,417,0.1792
1398,2,Rates for White LPG,418,0.179541
1399,2,Rates for White LPG,419,0.179882
1400,2,Rates for White LPG,420,0.180223
1401,2,Rates for White LPG,421,0.180564
1402,2,Rates for White LPG,422,0.180905
1403,2,Rates for White LPG,423,0.181246
1404,2,Rates for White LPG,424,0.181587
1405,2,Rates for White LPG,425,0.181928
1406,2,Rates for White LPG,426,0.182269
1407,2,Rates for White LPG,427,0.18261
1408,2,Rates for White LPG,428,0.182951
1409,2,Rates for White LPG,429,0.183292
1410,2,Rates for White LPG,430,0.183634
1411,2,Rates for White LPG,431,0.183975
1412,2,Rates for White LPG,432,0.184316
1413,2,Rates for White LPG,433,0.184657
1414,2,Rates for White LPG,434,0.184998
1415,2,Rates for White LPG,435,0.185339
1416,2,Rates for White LPG,436,0.18568
1417,2,Rates for White LPG,437,0.186021
1418,2,Rates for White LPG,438,0.186362
1419,2,Rates for White LPG,439,0.186703
1420,2,Rates for White LPG,440,0.187044
1421,2,Rates for White LPG,441,0.187385
1422,2,Rates for White LPG,442,0.187726
1423,2,Rates for White LPG,443,0.188067
1424,2,Rates for White LPG,444,0.188409
1425,2,Rates for White LPG,445,0.18875
1426,2,Rates for White LPG,446,0.189091
1427,2,Rates for White LPG,447,0.189432
1428,2,Rates for White LPG,448,0.189773
1429,2,Rates for White LPG,449,0.190114
1430,2,Rates for White LPG,450,0.190455
1431,2,Rates for White LPG,451,0.190796
1432,2,Rates for White LPG,452,0.191137
1433,2,Rates for White LPG,453,0.191478
1434,2,Rates for White LPG,454,0.191819
1435,2,Rates for White LPG,455,0.19216
1436,2,Rates for White LPG,456,0.192501
1437,2,Rates for White LPG,457,0.192843
1438,2,Rates for White LPG,458,0.193184
1439,2,Rates for White LPG,459,0.193525
1440,2,Rates for White LPG,460,0.193866
1441,2,Rates for White LPG,461,0.194207
1442,2,Rates for White LPG,462,0.194548
1443,2,Rates for White LPG,463,0.194889
1444,2,Rates for White LPG,464,0.19523
1445,2,Rates for White LPG,465,0.195571
1446,2,Rates for White LPG,466,0.195912
1447,2,Rates for White LPG,467,0.196253
1448,2,Rates for White LPG,468,0.196594
1449,2,Rates for White LPG,469,0.196935
1450,2,Rates for White LPG,470,0.197276
1451,2,Rates for White LPG,471,0.197618
1452,2,Rates for White LPG,472,0.197959
1453,2,Rates for White LPG,473,0.1983
1454,2,Rates for White LPG,474,0.198641
1455,2,Rates for White LPG,475,0.198982
1456,2,Rates for White LPG,476,0.199323
1457,2,Rates for White LPG,477,0.199664
1458,2,Rates for White LPG,478,0.200005
1459,2,Rates for White LPG,479,0.200346
1460,2,Rates for White LPG,480,0.200687
1461,2,Rates for White LPG,481,0.201028
1462,2,Rates for White LPG,482,0.201369
1463,2,Rates for White LPG,483,0.20171
1464,2,Rates for White LPG,484,0.202051
1465,2,Rates for White LPG,485,0.202393
1466,2,Rates for White LPG,486,0.202734
1467,2,Rates for White LPG,487,0.203075
1468,2,Rates for White LPG,488,0.203416
1469,2,Rates for White LPG,489,0.203757
1470,2,Rates for White LPG,490,0.204098
1471,2,Rates for White LPG,491,0.204439
1472,2,Rates for White LPG,492,0.20478
1473,2,Rates for White LPG,493,0.205121
1474,2,Rates for White LPG,494,0.205462
1475,2,Rates for White LPG,495,0.205803
1476,2,Rates for White LPG,496,0.206144
1477,2,Rates for White LPG,497,0.206485
1478,2,Rates for White LPG,498,0.206826
1479,2,Rates for White LPG,499,0.207168
1480,2,Rates for White LPG,500,0.207509
1481,2,Rates for White LPG,501,0.207833
1482,2,Rates for White LPG,502,0.208157
1483,2,Rates for White LPG,503,0.208481
1484,2,Rates for White LPG,504,0.208805
1485,2,Rates for White LPG,505,0.209129
1486,2,Rates for White LPG,506,0.209453
1487,2,Rates for White LPG,507,0.209777
1488,2,Rates for White LPG,508,0.210101
1489,2,Rates for White LPG,509,0.210425
1490,2,Rates for White LPG,510,0.210749
1491,2,Rates for White LPG,511,0.211073
1492,2,Rates for White LPG,512,0.211397
1493,2,Rates for White LPG,513,0.211721
1494,2,Rates for White LPG,514,0.212045
1495,2,Rates for White LPG,515,0.212369
1496,2,Rates for White LPG,516,0.212693
1497,2,Rates for White LPG,517,0.213017
1498,2,Rates for White LPG,518,0.213341
1499,2,Rates for White LPG,519,0.213665
1500,2,Rates for White LPG,520,0.213989
1501,2,Rates for White LPG,521,0.214313
1502,2,Rates for White LPG,522,0.214637
1503,2,Rates for White LPG,523,0.214961
1504,2,Rates for White LPG,524,0.215285
1505,2,Rates for White LPG,525,0.215609
1506,2,Rates for White LPG,526,0.215933
1507,2,Rates for White LPG,527,0.216257
1508,2,Rates for White LPG,528,0.216581
1509,2,Rates for White LPG,529,0.216905
1510,2,Rates for White LPG,530,0.217229
1511,2,Rates for White LPG,531,0.217553
1512,2,Rates for White LPG,532,0.217877
1513,2,Rates for White LPG,533,0.218201
1514,2,Rates for White LPG,534,0.218525
1515,2,Rates for White LPG,535,0.218849
1516,2,Rates for White LPG,536,0.219173
1517,2,Rates for White LPG,537,0.219497
1518,2,Rates for White LPG,538,0.219821
1519,2,Rates for White LPG,539,0.220145
1520,2,Rates for White LPG,540,0.220469
1521,2,Rates for White LPG,541,0.220793
1522,2,Rates for White LPG,542,0.221117
1523,2,Rates for White LPG,543,0.221441
1524,2,Rates for White LPG,544,0.221765
1525,2,Rates for White LPG,545,0.222089
1526,2,Rates for White LPG,546,0.222414
1527,2,Rates for White LPG,547,0.222738
1528,2,Rates for White LPG,548,0.223062
1529,2,Rates for White LPG,549,0.223386
1530,2,Rates for White LPG,550,0.22371
1531,2,Rates for White LPG,551,0.224034
1532,2,Rates for White LPG,552,0.224358
1533,2,Rates for White LPG,553,0.224682
1534,2,Rates for White LPG,554,0.225006
1535,2,Rates for White LPG,555,0.22533
1536,2,Rates for White LPG,556,0.225654
1537,2,Rates for White LPG,557,0.225978
1538,2,Rates for White LPG,558,0.226302
1539,2,Rates for White LPG,559,0.226626
1540,2,Rates for White LPG,560,0.22695
1541,2,Rates for White LPG,561,0.227274
1542,2,Rates for White LPG,562,0.227598
1543,2,Rates for White LPG,563,0.227922
1544,2,Rates for White LPG,564,0.228246
1545,2,Rates for White LPG,565,0.22857
1546,2,Rates for White LPG,566,0.228894
1547,2,Rates for White LPG,567,0.229218
1548,2,Rates for White LPG,568,0.229542
1549,2,Rates for White LPG,569,0.229866
1550,2,Rates for White LPG,570,0.23019
1551,2,Rates for White LPG,571,0.230514
1552,2,Rates for White LPG,572,0.230838
1553,2,Rates for White LPG,573,0.231162
1554,2,Rates for White LPG,574,0.231486
1555,2,Rates for White LPG,575,0.23181
1556,2,Rates for White LPG,576,0.232134
1557,2,Rates for White LPG,577,0.232458
1558,2,Rates for White LPG,578,0.232782
1559,2,Rates for White LPG,579,0.233106
1560,2,Rates for White LPG,580,0.23343
1561,2,Rates for White LPG,581,0.233754
1562,2,Rates for White LPG,582,0.234078
1563,2,Rates for White LPG,583,0.234402
1564,2,Rates for White LPG,584,0.234726
1565,2,Rates for White LPG,585,0.23505
1566,2,Rates for White LPG,586,0.235374
1567,2,Rates for White LPG,587,0.235698
1568,2,Rates for White LPG,588,0.236022
1569,2,Rates for White LPG,589,0.236346
1570,2,Rates for White LPG,590,0.23667
1571,2,Rates for White LPG,591,0.236994
1572,2,Rates for White LPG,592,0.237318
1573,2,Rates for White LPG,593,0.237642
1574,2,Rates for White LPG,594,0.237966
1575,2,Rates for White LPG,595,0.23829
1576,2,Rates for White LPG,596,0.238614
1577,2,Rates for White LPG,597,0.238938
1578,2,Rates for White LPG,598,0.239262
1579,2,Rates for White LPG,599,0.239587
1580,2,Rates for White LPG,600,0.239911
1581,2,Rates for White LPG,601,0.240235
1582,2,Rates for White LPG,602,0.240559
1583,2,Rates for White LPG,603,0.240883
1584,2,Rates for White LPG,604,0.241207
1585,2,Rates for White LPG,605,0.241531
1586,2,Rates for White LPG,606,0.241855
1587,2,Rates for White LPG,607,0.242179
1588,2,Rates for White LPG,608,0.242503
1589,2,Rates for White LPG,609,0.242827
1590,2,Rates for White LPG,610,0.243151
1591,2,Rates for White LPG,611,0.243475
1592,2,Rates for White LPG,612,0.243799
1593,2,Rates for White LPG,613,0.244123
1594,2,Rates for White LPG,614,0.244447
1595,2,Rates for White LPG,615,0.244771
1596,2,Rates for White LPG,616,0.245095
1597,2,Rates for White LPG,617,0.245419
1598,2,Rates for White LPG,618,0.245743
1599,2,Rates for White LPG,619,0.246067
1600,2,Rates for White LPG,620,0.246391
1601,2,Rates for White LPG,621,0.246715
1602,2,Rates for White LPG,622,0.247039
1603,2,Rates for White LPG,623,0.247363
1604,2,Rates for White LPG,624,0.247687
1605,2,Rates for White LPG,625,0.248011
1606,2,Rates for White LPG,626,0.248335
1607,2,Rates for White LPG,627,0.248659
1608,2,Rates for White LPG,628,0.248983
1609,2,Rates for White LPG,629,0.249307
1610,2,Rates for White LPG,630,0.249631
1611,2,Rates for White LPG,631,0.249955
1612,2,Rates for White LPG,632,0.250279
1613,2,Rates for White LPG,633,0.250603
1614,2,Rates for White LPG,634,0.250927
1615,2,Rates for White LPG,635,0.251251
1616,2,Rates for White LPG,636,0.251575
1617,2,Rates for White LPG,637,0.251899
1618,2,Rates for White LPG,638,0.252223
1619,2,Rates for White LPG,639,0.252547
1620,2,Rates for White LPG,640,0.252871
1621,2,Rates for White LPG,641,0.253195
1622,2,Rates for White LPG,642,0.253519
1623,2,Rates for White LPG,643,0.253843
1624,2,Rates for White LPG,644,0.254167
1625,2,Rates for White LPG,645,0.254491
1626,2,Rates for White LPG,646,0.254815
1627,2,Rates for White LPG,647,0.255139
1628,2,Rates for White LPG,648,0.255463
1629,2,Rates for White LPG,649,0.255787
1630,2,Rates for White LPG,650,0.256111
1631,2,Rates for White LPG,651,0.256436
1632,2,Rates for White LPG,652,0.25676
1633,2,Rates for White LPG,653,0.257084
1634,2,Rates for White LPG,654,0.257408
1635,2,Rates for White LPG,655,0.257732
1636,2,Rates for White LPG,656,0.258056
1637,2,Rates for White LPG,657,0.25838
1638,2,Rates for White LPG,658,0.258704
1639,2,Rates for White LPG,659,0.259028
1640,2,Rates for White LPG,660,0.259352
1641,2,Rates for White LPG,661,0.259676
1642,2,Rates for White LPG,662,0.26
